text,isHate,dataset
get your ass back to detroit ya fuckin wigger!,0,hs_offensive
"girls that i dated, its okay i aint mad yo, unless you stabbed me in the heart, no love hoe",0,hs_offensive
how do you know my twitter password bitch please,0,hs_offensive
have you seen my shows? have you seen my hoes? if i wasnt hot would they be so thick?,0,hs_offensive
he a bitch for hitting that hoe,0,hs_offensive
he married to a white woman lucky sum uncle ruckus,0,hs_offensive
"he wanna be my nigga, but im just trinna be his savings account omg imma funny ass bitch man, but thats real shit",0,hs_offensive
"her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and shes a hoe! its a long line of hoes! carl everyone",0,hs_offensive
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger,1,hs_offensive
hey pussy you still there?,0,hs_offensive
how about we draft all those gung folks and send them to afghanistan or other war zones so they can show their,0,hs_offensive
how hotter than is it? a bitch.,0,hs_offensive
how u talking to hoes bout bro n em why you talking to hoes bout bro n em,0,hs_offensive
"how you doing, crazy bitch? is hilarious!",0,hs_offensive
"i know my shoes dirty as fuck, whatever, bitch. you dont have to call!like, negro one of the first things they look at is shoes, dog",0,hs_offensive
i am a thrill billywith a hillbilly heart. hahahahaha jesus murphy!,0,hs_offensive
i call him my bitch,0,hs_offensive
i cant handle no liquor but these bitches cant handle meeedd chief sosa,0,hs_offensive
i dont chase after dudes i chase after bitches. edgar bautista,0,hs_offensive
"i dont love these hoes, baby its me and you forever",0,hs_offensive
"i dont even need a picture of tamar, that bitch is beat in every picture",0,hs_offensive
i dont have hoes,0,hs_offensive
i found a new way to chug you have to open your mouth alot,0,hs_offensive
i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her,0,hs_offensive
i got a bitch set it off like jada picketqueen latifah you riding round with your nieces bitch you titi,0,hs_offensive
"i got a sister, she told me stop calling women bitches",0,hs_offensive
i guess this is the night bitches die stewie is that nigga!,0,hs_offensive
"i had a bitch that had a bitch, had the bitch eating halibut",0,hs_offensive
"i have this ladys married, but i still wanna bang hershe wont have sex with mewhat a bitch troubadour, probably",0,hs_offensive
"i heard you was looking for candy man, bitch",0,hs_offensive
"i hope you dont get mad, ladies. i only call you bitches bitches bc i dont know your names individually. williams",0,hs_offensive
i just got a number 3 im a bitch boy,0,hs_offensive
i know that shit eatin grin! you either just fucked the girl of your dreams or you sold a car. we know youre a faggot. whatd you sell?,0,hs_offensive
i only be with older men cause theyre more maturethat supposed to fool us bitch?,0,hs_offensive
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.,0,hs_offensive
"i said i dont like it, it tastes like wolf pussy what? how do you even know what that tastes like",0,hs_offensive
"i taught myself how to eat pussy, and cut my own hairi taught myself how to eat pussy hair the movie",0,hs_offensive
i used to dress up like a cop too.oh really?yeahright after 9 pussy.really?yesill never forget.,0,hs_offensive
"i went to jail for a flock, came home wit a strike you went to jail as a bitch, came home as a dike",0,hs_offensive
i will fuck u where u stand. u dizzy bitch. two unique separate phrases i overheard a relative saying when i was younger.,0,hs_offensive
i woke up like thi bitch go back to bed,0,hs_offensive
i would rather you call me bitch than sir manager,0,hs_offensive
ill beat on that pussy so hard,0,hs_offensive
ill slit your throat,0,hs_offensive
im a funky ass honkey. s shout out to tonight before cabaret,0,hs_offensive
im comparing kfc to the pussy,0,hs_offensive
im downloading you a new personality and ordering you a new face! you bitch i love you goddamn it! rose yelling at his sex robot,0,hs_offensive
"im feelin like malcolm in the middle, these bitches surround me they cant miss em",0,hs_offensive
im gonna piss on your dimple stop wasting prayers on trash teams lol,0,hs_offensive
im probably your main bitch chocolate dipped cinnamon apple,0,hs_offensive
"im sick of his shit man sit his bitch ass, im fed up bro geno threw yet another pick smh",0,hs_offensive
im sorry i fucked yo bitch but she really dig a nigga,0,hs_offensive
ibs irritable bitch syndrome.,0,hs_offensive
if you love her then hide yo bitch so youll keep shorty.,0,hs_offensive
if you talk back to me you aint getting no pussy.me,0,hs_offensive
if youre a bad bitch put your hands up high every girl in the room starts waving there hands around.,0,hs_offensive
imma tie that bitch up in the basement and donkey her ass for two weeks straight hahahahahahahahaha,0,hs_offensive
in my mindgotta be the dumb hoe anthem,0,hs_offensive
"is that an albino mexican?no dad, hes asian.",0,hs_offensive
it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry.,0,hs_offensive
"its allegations, were u in the bedroom? did u see it? words of a naive blind bitch. we know ur husband cheated on u. ramona is dumb",0,hs_offensive
its never too late to tag a bitch.,0,hs_offensive
its the dykes dyke with a dyke,0,hs_offensive
"julia roberts, youre a ho",0,hs_offensive
just follow the yellow brick twitter.,0,hs_offensive
lmfaoooooooooooooooooo if your pussy is good but my mama don like you? guess who gotta go mama.,0,hs_offensive
"lol, cripple! wendy davis. scientists create remote chick to study shy penguins",0,hs_offensive
lets do nips ahoy and spank me maybe,0,hs_offensive
lets kill cracker babies!. wtf did i just hear???????? wow.,1,hs_offensive
like correct me if im wrong but doesnt pimpin involve smackin bitches for money?,0,hs_offensive
lmao pound cake look like pussy,0,hs_offensive
lmao the d.rose adidas are lighter than my phone shit is retarded,0,hs_offensive
"mam, ren doet in haar rol net of ze ongesteld is wat is ongesteld? van dat soort vragen waar je denkt hoe leg ik die weer uit.",0,hs_offensive
maybe she wants to be more than your friend or maybe shes a stupid bitch. you never know until you make her cum.,0,hs_offensive
mine plays dmx and kirk franklin smh well my neighbors are ghetto. they get up at like 5am and beat their kids.,0,hs_offensive
my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife,1,hs_offensive
my momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch,0,hs_offensive
my nips are freeeeezingand thats not okay because theyre slicing through my bra,0,hs_offensive
my twitter was hacked im too pussy to admit that i said it and now i want to act like i never said it.,0,hs_offensive
"nah girl i aint gon be able to make it, its been tight since russ loss his job you in the back like damn bitch really",0,hs_offensive
nah its you yo i thought some1 photoshopped my face on that faggot smmfhi hate yall,1,hs_offensive
new flame the song of the yr lol that bitch super run like,0,hs_offensive
"niggas always yelling fuck bitches, get money meanwhile theyre broke and still want the bitches",0,hs_offensive
"niggas be pressed for pussy, eeeeeen nothin",0,hs_offensive
no bitches nan,0,hs_offensive
no boats and hoes please thanks mom,0,hs_offensive
ovo kendrick lamar still trash,0,hs_offensive
"on top of that, she just a pregnant ass sorry hoe. aint never got no money. even her water broke.",0,hs_offensive
only a couple of red sox have gotten past first base. im dying laughing. maybe the yanks need to teach them some game.,0,hs_offensive
our people. now is the time for the aryan race 2 stand up and say no more. before the mongerls turn the world into a ghetto slum. 1488,1,hs_offensive
"pistol whip my dickau, shoot yo bitch club up.sometimes freestyles be freestyles. and im okay with that.",0,hs_offensive
it for me. please and thanks did a pierced pussy just come across my timeline,0,hs_offensive
remy machiavelli send shots to ya belly my bitch,0,hs_offensive
roberto you are one nasty hoe,0,hs_offensive
sorry jb fan justin come back. that is the top comment on a justin timberlake video with 10 million views. son of a fucking bitch!,0,hs_offensive
searching the incredible story of 1 white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land,0,hs_offensive
selling my soul for material wishes fast cars and bitches,0,hs_offensive
shake that bear aka two rednecks having sex on a dead bear,0,hs_offensive
"shall i compare thee to a summer day? no, a summer day is not a bitch.",0,hs_offensive
she gotta shape up her pussy lips tho whole wheat organic pussy,0,hs_offensive
she said wigga man you richtake the du off,0,hs_offensive
she was a bitch anyway,0,hs_offensive
shes from florida so youve got to do the sniff test in those swamp pussies,0,hs_offensive
"slow the fuck down, bitch, i know where you live!classy young lady.",0,hs_offensive
so hes a good football playerbut he still acts like a nig,0,hs_offensive
"stop being a pussy, son, and shove that needle into your own heart!",0,hs_offensive
"stop looking us and go eat some pussy, you yuppie fucks.",0,hs_offensive
"takin it straight to dirt, why finger the pussy when i know i can put my dick in it?",0,hs_offensive
"that aint bro moves, thats hoe moves",0,hs_offensive
that girl is plain looking borderline ugly chunky. hey at least shes got a nice smile a great personality.,0,hs_offensive
"the devil grows inside the hearts of the selfish and wickedwhite, brown, yellow and black color is not restricted",0,hs_offensive
"the water isnt yellow, im a healthy student",0,hs_offensive
these hoes aint loyal,0,hs_offensive
these hoes keep callin but i aint pickin up,0,hs_offensive
"these sour apple bitter bitches, im not fuckin wit em",1,hs_offensive
they faggots orioles petty as fuckgot swept up outta this bitch,0,hs_offensive
they have some ghetto ass bands gets snuck,0,hs_offensive
they have to. that division is trash saints gon win the nfc southwatch,0,hs_offensive
"this is for all the fans that waited, the bitch niggas that hated old hoes we dated, look mama, we",0,hs_offensive
this is for my ghetto motherfuckers elliott,0,hs_offensive
this recipe calls for a leftover brownie. what the hell is a leftover brownie? thats just a brownie you havent eaten yet.,0,hs_offensive
those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black,0,hs_offensive
"trust noneeee, bitch i dont",0,hs_offensive
twitter is twitter bitch twitter is life,0,hs_offensive
"two roads diverged in a yellow wood, and i chose the one to j robert frost giant",0,hs_offensive
u got my 200k bitch nigga haymon to antonio tarver,0,hs_offensive
"uh what do we have? your empty heart, my empty bottle, a yellow cab that you would like to catch cuz yo latest ex made u mad",0,hs_offensive
"used to have a girlfriend, now all i got is hoes i was lookin for a good girl, but she was fuckin on the low.",0,hs_offensive
"virgin pussy, regular pussy, oomf pussy",0,hs_offensive
whaaaaaat! lmaooo thats why i luv u fat bitches cuz yall got some big ole titties and phat booties,0,hs_offensive
"walked in that bitch like, nigga we made it!",0,hs_offensive
"we hate niggers, we hate faggots and we hate spics rally",1,hs_offensive
"were out here, and were queer! 2, 4, 6, hut! we like it in our butt!",1,hs_offensive
"well bitch, biology said",0,hs_offensive
what i do? gotta report you as spam ladiesif your head game better than your pussy,0,hs_offensive
when im done with a hoe i pass her to the squad g,0,hs_offensive
"who the fuck you callin jiggaboo, nigga?!",1,hs_offensive
why people think gay marriage is okay is beyond me. sorry i dont want my future son seeing 2 fags walking down the street holding hands an,1,hs_offensive
why u being such a little bitch chris you aint six bitch allisons mom,0,hs_offensive
